question_mark,_www,ratio_digits_url,ratio_digits_host,tld_in_subdomain,abnormal_subdomain,prefix_suffix,phish_hints,statistical_report,ratio_intHyperlinks,external_favicon,ratio_intMedia,ratio_extMedia,empty_title,domain_in_title,domain_with_copyright,domain_age,dns_record,google_index,page_rank,status
1,0,0.045454545,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,7764,0,0,5,1
0,1,0.0,0.0,0,0,0,0,0,0.923954373,1,100.0,0.0,0,0,0,4363,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,1,-1,0,1,0,1
1,0,0.155963303,0.377777778,0,1,0,0,0,0.555555556,0,80.0,20.0,0,1,0,5616,0,1,5,1
1,0,0.162393162,0.0,1,0,0,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.882978723,0,100.0,0.0,0,1,1,1466,0,0,2,0
0,0,0.156342183,0.0,0,0,1,1,0,1.0,0,0.0,0.0,1,1,0,756,0,1,0,1
1,0,0.194915254,0.0,1,0,0,0,0,1.0,0,100.0,0.0,0,1,1,3992,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.74137931,0,50.0,50.0,0,0,1,4454,0,0,2,0
0,1,0.041666667,0.0,0,0,0,0,0,0.644736842,1,90.90909091,9.090909091,0,1,1,5222,0,0,8,0
0,0,0.0,0.0,0,0,0,0,0,0.224719101,1,5.660377358,94.33962264,0,1,1,3459,0,0,2,0
0,1,0.097560976,0.0,0,0,0,0,0,0.753968254,0,80.0,20.0,0,0,1,8759,0,1,5,0
0,1,0.0,0.0,0,0,0,0,0,0.96,0,83.33333333,16.66666667,0,1,1,8173,0,1,5,0
1,1,0.115384615,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,2100,0,1,0,1
0,1,0.0,0.0,0,0,1,0,0,0.897959184,1,0.0,0.0,0,0,0,5621,0,1,5,0
0,1,0.0,0.0,0,0,1,1,0,1.0,0,100.0,0.0,0,1,1,1072,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.571428571,1,80.0,20.0,0,1,0,5349,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.058823529,1,0.0,100.0,0,1,1,7202,0,0,2,1
0,1,0.407407407,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,7489,0,1,7,1
0,0,0.0,0.0,0,0,1,0,0,0.411764706,1,100.0,0.0,0,1,1,117,0,1,0,1
0,0,0.142857143,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,-1,0,1,9,1
0,0,0.0,0.0,0,0,0,0,0,0.714285714,0,0.0,0.0,0,1,0,-1,0,0,4,0
0,1,0.0,0.0,0,0,1,0,0,0.5,0,0.0,0.0,0,0,0,4451,0,0,3,0
0,0,0.0,0.0,0,0,1,0,0,0.833333333,0,100.0,0.0,0,1,0,1736,1,1,0,1
0,0,0.220588235,0.0,1,0,0,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
1,1,0.150684932,0.0,0,0,0,1,0,1.0,0,100.0,0.0,0,1,1,2231,0,1,0,1
1,0,0.088235294,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,1,2,1
0,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,1,1,0,1887,0,1,0,1
0,1,0.0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,0,1,0,5088,0,1,0,1
1,0,0.090909091,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0,0,0,8348,0,0,10,1
1,1,0.154471545,0.0,1,0,0,0,0,1.0,0,0.0,0.0,0,1,0,4004,0,1,0,1
1,0,0.037878788,0.0,0,0,0,0,0,0.0,1,0.0,0.0,0,1,0,7765,0,0,5,1
0,1,0.0,0.0,0,0,0,0,0,0.976923077,0,100.0,0.0,0,0,1,4525,0,0,3,0
1,0,0.112,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
1,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,72,0,1,0,1
1,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,111,0,1,1,1
0,0,0.0,0.0,0,0,1,1,0,0.0,0,0.0,0.0,0,1,0,7307,0,1,0,1
0,1,0.0,0.0,0,0,0,1,0,0.97979798,0,94.44444444,5.555555556,0,1,1,3952,0,0,4,0
0,0,0.125,0.0,0,0,0,0,0,0.938461538,1,93.75,6.25,0,0,1,2367,0,1,2,0
0,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,2620,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.80952381,0,75.0,25.0,0,1,1,8337,0,0,5,0
1,0,0.0,0.0,0,0,1,0,0,0.852320675,1,0.0,0.0,0,1,1,2,0,1,0,1
0,1,0.0,0.0,0,0,1,2,0,0.0,1,0.0,100.0,0,1,1,3859,0,1,2,1
0,1,0.07,0.0,0,0,0,0,0,0.391304348,1,20.0,80.0,0,1,0,5601,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.255813953,1,25.0,75.0,0,1,1,6384,0,0,5,0
0,1,0.0,0.0,0,0,1,0,0,0.185185185,1,0.0,0.0,0,1,0,3250,0,1,4,1
0,1,0.0,0.0,0,0,0,0,0,0.955453149,1,100.0,0.0,0,0,1,9336,0,0,3,0
0,0,0.155339806,0.0,0,0,1,3,0,0.897727273,0,100.0,0.0,0,1,0,2046,0,1,0,1
1,0,0.163793103,0.0,1,0,0,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.782837128,1,54.43037975,45.56962025,0,1,0,6070,0,0,5,0
0,0,0.0625,0.08,0,0,0,0,0,0.033333333,1,0.0,100.0,0,1,1,5789,0,1,3,1
0,0,0.0,0.0,0,0,0,0,0,0.2,1,100.0,0.0,0,1,0,2363,0,1,0,1
1,0,0.023076923,0.0,0,0,1,0,0,0.0,1,0.0,0.0,0,1,0,8018,0,1,4,1
1,0,0.0,0.0,0,0,1,4,0,0.333333333,1,0.0,100.0,0,1,0,4609,0,1,3,1
0,0,0.117647059,0.162162162,0,0,0,1,0,0.19047619,1,20.0,80.0,0,1,1,5627,0,1,5,1
1,0,0.479302832,0.0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,0,7086,0,1,3,1
0,0,0.047619048,0.0,0,0,0,0,0,0.041666667,1,0.0,0.0,0,1,0,3154,0,1,7,1
0,0,0.0,0.0,0,0,1,0,0,0.071428571,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,1,0.0,0.0,0,0,0,0,0,0.0625,1,0.0,100.0,0,1,1,6082,0,1,2,1
1,2,0.107526882,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,1,0,8348,0,0,10,1
0,0,0.0,0.0,1,0,1,2,2,1.0,0,0.0,0.0,0,1,0,2532,0,1,0,1
0,1,0.066037736,0.0,0,0,0,0,0,0.535294118,1,33.33333333,66.66666667,0,1,1,3824,0,0,6,0
0,0,0.381818182,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,1,2,1
0,0,0.011363636,0.0,0,0,1,4,0,1.0,0,100.0,0.0,0,1,0,3322,0,1,2,1
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,1014,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.698630137,1,100.0,0.0,0,1,1,2200,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,100.0,0,1,0,2597,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.601265823,1,3.333333333,96.66666667,0,0,1,8957,0,0,6,0
0,0,0.02173913,0.0,0,0,0,1,0,0.555555556,0,0.0,0.0,0,1,0,-1,0,1,7,0
0,1,0.046511628,0.0,0,0,0,0,0,0.636363636,0,20.0,80.0,0,1,0,8981,0,0,3,0
0,1,0.382716049,0.0,0,0,0,1,0,0.483870968,1,100.0,0.0,0,1,1,-1,0,1,0,1
0,0,0.210526316,0.32,0,1,0,0,0,1.0,0,0.0,0.0,0,0,0,1338,0,1,6,1
0,1,0.0,0.0,0,0,0,0,0,0.99137931,0,0.0,0.0,0,1,0,7294,0,0,5,0
0,0,0.0,0.0,1,0,0,1,1,0.0,0,0.0,0.0,1,1,0,467,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,5742,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.9,0,80.0,20.0,0,1,1,8704,0,0,3,0
0,0,0.038961039,0.0,0,0,0,3,0,1.0,0,0.0,0.0,0,1,0,4726,0,1,1,1
0,0,0.0,0.0,0,0,1,0,0,0.58677686,1,5.555555556,94.44444444,0,1,1,2133,0,0,4,0
0,0,0.090909091,0.071428571,0,0,0,1,0,0.578947368,1,100.0,0.0,0,1,0,1953,0,1,3,1
0,1,0.150943396,0.0,0,0,0,0,0,0.846153846,0,0.0,0.0,0,1,0,-1,0,0,4,0
1,0,0.0,0.0,0,0,1,4,0,0.333333333,1,0.0,100.0,0,1,0,4609,0,1,3,1
0,0,0.1,0.0,0,0,0,0,0,0.068965517,1,0.0,100.0,0,1,0,2354,0,1,4,1
0,0,0.0,0.0,0,0,0,0,0,0.603773585,1,0.0,100.0,0,1,1,7448,0,0,8,0
0,1,0.0,0.0,0,0,0,0,0,0.681818182,1,0.0,100.0,0,1,1,-2,0,0,4,0
0,1,0.027027027,0.0,0,0,1,0,0,0.93129771,1,33.33333333,66.66666667,0,1,1,4628,0,0,5,0
0,0,0.0,0.0,0,0,1,4,0,0.0,0,0.0,0.0,1,1,0,2381,0,1,2,1
0,0,0.0,0.0,0,0,0,1,0,0.512195122,1,0.0,100.0,0,1,1,1192,0,1,3,1
1,0,0.14516129,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3992,0,1,0,1
0,1,0.02173913,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,0,2899,0,1,0,1
1,0,0.188976378,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3992,0,1,0,1
0,0,0.0,0.0,0,0,1,0,0,0.0,0,0.0,100.0,1,1,0,7086,0,1,3,1
0,1,0.086956522,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,4858,0,1,4,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1780,0,0,0,1
0,0,0.068965517,0.0,0,0,0,0,0,0.735099338,1,6.666666667,93.33333333,0,1,1,4059,0,0,5,0
1,1,0.247787611,0.0,0,0,0,2,0,0.0,0,0.0,0.0,1,1,0,3574,0,1,0,1
1,1,0.069767442,0.0,0,0,0,0,0,0.595238095,1,0.0,0.0,1,1,1,5639,0,0,10,0
0,0,0.0,0.0,0,0,0,0,0,0.1875,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,1,0.0,0.0,0,0,0,2,0,1.0,0,0.0,0.0,0,1,0,-1,0,0,0,1
0,0,0.0,0.0,0,0,1,0,0,0.545454545,0,85.71428571,14.28571429,0,1,0,3583,0,0,2,0
0,1,0.025641026,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.733333333,1,100.0,0.0,0,1,1,-1,0,0,2,0
0,1,0.0,0.0,0,0,1,3,0,0.342105263,1,0.0,100.0,0,1,1,614,0,1,0,1
0,0,0.083333333,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,1,0,1
0,1,0.0,0.0,0,0,1,3,0,1.0,0,0.0,0.0,0,1,0,3403,0,1,1,1
1,0,0.1875,0.0,1,0,1,0,0,1.0,0,0.0,0.0,0,1,0,4003,0,1,0,1
0,0,0.216216216,0.32,0,1,0,0,0,1.0,0,0.0,0.0,0,0,0,1338,0,1,6,1
0,0,0.022727273,0.0,0,0,0,1,0,1.0,0,0.0,0.0,0,1,0,3318,1,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.071428571,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,0,0.039215686,0.0,0,0,0,0,0,0.975308642,1,100.0,0.0,0,0,1,3306,0,1,5,0
0,1,0.083333333,0.0,0,0,0,0,0,0.640776699,0,35.0,65.0,0,1,1,7903,0,1,4,0
0,0,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,1337,0,1,6,1
0,0,0.058823529,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,1,9553,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.931372549,0,50.0,50.0,0,1,0,7371,0,0,5,0
1,0,0.144230769,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,0,9,1
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,4633,0,1,0,1
0,0,0.059701493,0.0,0,0,1,2,0,0.681818182,0,100.0,0.0,0,1,1,5014,0,1,0,1
0,0,0.0,0.0,0,0,1,0,2,0.857142857,0,100.0,0.0,0,1,0,7595,0,1,1,1
0,1,0.0,0.0,0,0,0,0,0,0.12195122,1,0.0,100.0,0,1,1,-1,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.966101695,0,100.0,0.0,0,1,1,-1,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.8,0,100.0,0.0,1,1,1,2837,0,1,2,1
0,1,0.0,0.0,0,0,0,0,0,0.935483871,0,97.87234043,2.127659574,0,0,1,-1,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,7039,0,1,2,1
0,0,0.123076923,0.0,0,0,0,0,0,0.297297297,0,0.0,100.0,0,1,1,5177,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.153846154,1,0.0,0.0,0,1,0,2429,0,1,2,1
0,0,0.0,0.0,0,0,0,0,0,0.851851852,1,100.0,0.0,0,0,0,2344,0,1,2,0
0,1,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,0,0,8479,0,0,5,0
1,0,0.016129032,0.0,0,0,1,2,0,0.857142857,0,100.0,0.0,0,1,1,-1,0,1,0,1
2,1,0.047979798,0.785714286,1,1,0,3,2,0.428571429,1,0.0,0.0,0,1,1,-1,1,1,0,1
0,1,0.055555556,0.068965517,0,0,0,0,0,0.058823529,1,0.0,100.0,0,1,1,78,0,0,0,1
1,0,0.195767196,0.117647059,1,0,1,1,0,1.0,0,0.0,0.0,0,1,0,330,0,1,0,1
0,0,0.0,0.0,0,0,1,0,0,0.411764706,1,100.0,0.0,0,1,1,220,0,1,0,1
0,1,0.0,0.0,0,0,1,0,0,0.872881356,1,100.0,0.0,0,1,1,8435,0,0,6,0
1,0,0.188976378,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3993,0,1,0,1
0,0,0.0625,0.0,0,0,0,0,0,0.387096774,1,0.0,0.0,0,1,0,7545,0,0,4,0
0,0,0.047619048,0.166666667,0,0,0,1,0,0.0,0,0.0,100.0,0,1,0,2963,0,1,2,1
0,0,0.081632653,0.142857143,0,0,0,1,0,1.0,0,100.0,0.0,0,0,0,3014,0,1,4,1
0,0,0.0,0.0,0,0,0,1,2,0.0,1,0.0,0.0,0,1,0,1950,0,1,1,1
0,1,0.068965517,0.0,0,0,0,0,0,0.734567901,1,89.47368421,10.52631579,0,1,1,7537,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,0.988461538,0,87.5,12.5,0,0,0,6840,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.888888889,1,100.0,0.0,0,0,1,-1,0,0,2,0
0,1,0.0,0.0,0,0,0,0,0,0.825641026,1,86.66666667,13.33333333,0,1,0,2566,0,0,3,0
1,0,0.078431373,0.166666667,0,0,1,0,0,0.125,1,0.0,0.0,0,1,0,1953,0,1,3,1
0,0,0.044776119,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,5658,0,1,6,1
0,1,0.013333333,0.043478261,0,1,1,0,0,1.0,0,0.0,0.0,0,0,0,-1,0,1,2,1
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,2695,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.975206612,0,100.0,0.0,0,1,1,3320,0,0,2,0
0,0,0.090909091,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,-1,0,1,5,1
0,1,0.098039216,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,348,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,100.0,0,1,0,7253,0,1,1,1
0,1,0.0,0.0,0,0,0,0,0,0.322834646,1,3.448275862,96.55172414,0,1,1,9283,0,0,6,0
0,0,0.018518519,0.028571429,0,0,0,0,0,0.895604396,1,100.0,0.0,0,1,1,6256,0,0,6,0
0,1,0.0,0.0,0,0,0,0,0,0.8,0,100.0,0.0,0,0,1,-1,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.961038961,1,100.0,0.0,0,1,0,6128,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.954356846,1,96.15384615,3.846153846,0,0,1,5883,0,0,6,0
0,0,0.0,0.0,0,0,0,0,0,0.940944882,0,100.0,0.0,0,0,1,7133,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.71875,0,0.0,100.0,0,1,1,6743,0,0,4,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,998,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.896501458,0,100.0,0.0,0,0,1,7133,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.666666667,0,0.0,100.0,0,1,1,5522,0,0,3,0
0,1,0.0,0.0,0,0,1,2,0,0.764705882,0,0.0,0.0,0,0,1,-1,0,1,1,1
0,0,0.0,0.0,0,0,0,0,0,0.913043478,0,0.0,0.0,0,1,1,-1,0,1,0,1
0,0,0.257575758,0.153846154,0,0,0,1,0,0.0,0,0.0,0.0,0,1,0,-1,0,1,0,1
0,0,0.0,0.0,0,0,0,0,0,0.161290323,1,33.33333333,66.66666667,0,1,0,1633,0,1,2,1
0,0,0.05,0.037037037,0,0,0,2,0,1.0,0,100.0,0.0,0,1,1,5454,0,1,4,0
1,0,0.208333333,0.260869565,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,5985,0,1,3,1
0,0,0.0,0.0,0,0,0,0,0,0.150684932,1,0.0,100.0,0,1,0,7448,0,0,8,0
0,0,0.272727273,0.36,0,0,0,1,0,1.0,0,100.0,0.0,0,1,0,3700,0,1,4,1
0,1,0.0,0.0,0,0,0,0,0,0.943089431,0,100.0,0.0,0,0,1,5046,0,0,5,0
0,1,0.047619048,0.0,0,0,1,3,0,0.0,0,0.0,0.0,1,1,0,3630,0,1,0,1
0,1,0.0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,0,3386,0,1,2,1
0,1,0.027027027,0.0,0,0,0,0,0,0.950617284,1,100.0,0.0,0,1,0,6477,0,0,7,0
0,1,0.088607595,0.0,0,0,1,0,0,0.77486911,1,63.63636364,36.36363636,0,0,1,9746,0,1,6,0
0,1,0.0,0.0,0,0,0,0,0,0.888888889,1,33.33333333,66.66666667,0,1,1,6092,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,100.0,0,1,0,7253,0,1,1,1
1,0,0.0,0.0,0,0,0,1,0,0.909090909,0,100.0,0.0,0,1,0,-1,0,1,0,1
1,0,0.026315789,0.0,0,0,0,1,0,1.0,0,0.0,0.0,0,1,0,-1,0,1,0,1
0,1,0.010309278,0.0,0,0,1,1,0,0.071428571,1,0.0,100.0,0,1,1,4305,0,0,7,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1,0,1,0,1
1,0,0.149606299,0.0,1,0,1,0,0,1.0,0,100.0,0.0,0,1,1,3992,0,1,0,1
1,0,0.0,0.0,0,0,0,0,0,0.0,1,0.0,100.0,0,1,0,2191,0,1,5,1
0,1,0.02,0.0,0,0,0,1,0,0.833333333,1,0.0,0.0,0,1,0,3,0,1,0,1
0,1,0.209876543,0.0,0,0,0,0,0,0.966666667,0,80.0,20.0,0,1,0,5767,0,1,2,1
0,0,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,3271,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.734693878,1,0.0,100.0,0,0,1,3157,0,0,4,0
0,1,0.026666667,0.142857143,0,0,0,0,2,0.0,0,0.0,0.0,1,1,0,-1,0,1,0,1
0,1,0.170731707,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1,3995,0,0,4,0
0,0,0.015384615,0.0,0,0,0,1,0,0.0,0,0.0,0.0,1,1,1,12811,0,1,6,0
0,0,0.0,0.0,0,0,0,2,0,0.19047619,1,20.0,80.0,0,1,1,5616,0,1,5,1
1,0,0.018691589,0.0,0,0,0,0,0,0.4375,1,100.0,0.0,0,0,0,6240,0,0,8,0
0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,1111,0,1,0,1
0,1,0.0,0.0,0,0,1,5,0,0.0,0,0.0,0.0,0,1,0,4283,0,1,1,1
0,0,0.0,0.0,0,0,0,0,0,0.965432099,0,100.0,0.0,0,0,0,7130,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.666666667,0,0.0,100.0,0,0,0,5160,0,1,8,0
0,1,0.0,0.0,0,0,0,0,0,0.901140684,1,100.0,0.0,0,0,1,9037,0,1,5,0
0,1,0.0,0.0,0,0,0,0,0,0.58,1,70.58823529,29.41176471,0,1,1,6670,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.661016949,0,66.66666667,33.33333333,0,1,0,-1,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.341463415,1,0.0,100.0,0,1,1,7299,0,0,5,0
0,0,0.111111111,0.177777778,1,0,0,0,0,0.0,0,0.0,0.0,1,1,0,5614,0,1,5,1
0,1,0.0,0.0,0,0,1,0,0,0.965517241,0,100.0,0.0,0,1,1,7336,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.977653631,0,97.56097561,2.43902439,0,0,1,5456,0,0,5,0
1,0,0.125,0.0,1,0,1,0,0,1.0,0,0.0,0.0,0,1,0,4003,0,1,0,1
0,1,0.0,0.0,0,0,1,0,0,1.0,0,100.0,0.0,0,0,1,8017,0,0,5,0
0,1,0.030769231,0.0,0,0,1,0,0,0.229166667,1,93.75,6.25,0,1,1,6679,0,0,6,0
0,1,0.0,0.0,0,0,0,0,0,0.747747748,1,98.50746269,1.492537313,0,1,1,4933,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.733333333,1,100.0,0.0,0,1,1,889,0,0,2,1
0,0,0.0,0.0,0,0,1,0,0,0.48,1,100.0,0.0,0,1,0,-1,0,1,2,1
0,0,0.063291139,0.0,0,0,0,0,0,0.539130435,0,13.33333333,86.66666667,0,1,0,9127,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.71641791,1,0.0,0.0,0,1,1,3172,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.976470588,0,96.96969697,3.03030303,0,1,1,9021,0,0,4,0
0,0,0.06779661,0.0,0,0,0,1,0,1.0,0,0.0,0.0,0,1,0,3318,1,1,0,1
0,0,0.0,0.0,0,0,1,3,0,0.714285714,0,100.0,0.0,0,0,1,657,0,1,0,1
1,0,0.109375,0.0,1,0,1,0,0,1.0,0,0.0,0.0,0,1,0,4003,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,-1,0,0,3,0
1,0,0.12244898,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,2102,0,1,0,1
0,1,0.1,0.0,0,0,1,0,0,0.668604651,1,0.0,100.0,0,1,0,7804,0,1,7,0
0,0,0.0,0.0,0,0,1,0,0,0.0,0,0.0,0.0,1,1,0,214,0,1,0,1
0,0,0.0,0.0,0,0,1,0,0,0.816053512,1,46.66666667,53.33333333,0,1,0,1971,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.5,0,0.0,0.0,0,1,0,809,0,0,1,1
0,1,0.119565217,0.0,0,0,1,3,0,1.0,0,100.0,0.0,0,1,0,-1,0,1,2,1
1,0,0.041958042,0.09375,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0,7211,0,1,2,1
0,0,0.022222222,0.026315789,0,0,0,0,0,0.071428571,1,0.0,0.0,0,1,0,7295,0,1,5,1
1,0,0.352941176,0.0,1,0,0,0,0,0.0,0,0.0,0.0,0,1,0,5158,0,1,8,1
0,1,0.0,0.0,0,0,0,0,0,0.944444444,0,0.0,0.0,0,1,0,3823,0,0,2,0
0,0,0.085714286,0.111111111,0,0,1,0,0,0.25,0,0.0,0.0,0,1,1,7142,1,1,1,1
0,0,0.0,0.0,0,0,1,0,0,0.857142857,1,50.0,50.0,0,1,0,5509,0,0,3,0
0,0,0.0,0.0,0,0,0,0,0,0.960468521,0,100.0,0.0,0,0,1,7133,0,0,7,0
0,0,0.0,0.0,0,0,0,0,0,0.032258065,0,0.0,100.0,0,0,1,1015,0,0,2,1
0,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,1,1,0,2053,0,1,0,1
0,0,0.366666667,0.785714286,1,1,0,0,2,1.0,0,0.0,0.0,0,1,1,-1,1,0,0,1
0,1,0.0,0.0,0,0,0,0,0,0.514285714,1,100.0,0.0,0,0,0,3057,0,1,5,0
0,0,0.078431373,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,0,2563,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,1.0,0,100.0,0.0,0,1,1,8443,0,0,5,0
0,0,0.0,0.0,0,0,0,0,0,0.783783784,0,100.0,0.0,0,1,1,6344,0,0,2,0
0,1,0.092307692,0.0,0,0,0,0,0,0.844036697,1,90.0,10.0,0,0,0,10316,0,0,7,0
0,1,0.0,0.0,0,0,0,0,0,0.9375,0,76.92307692,23.07692308,0,0,1,8423,0,0,2,0
0,0,0.0,0.0,0,0,0,0,0,0.071428571,1,0.0,0.0,0,1,0,7295,0,1,5,1
0,0,0.0,0.0,0,0,0,2,0,0.863309353,1,100.0,0.0,0,1,1,-1,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.896142433,0,100.0,0.0,0,1,1,-1,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,1,1,0,5760,0,0,4,0
0,1,0.166666667,0.3,0,0,0,0,0,0.115384615,1,0.0,100.0,0,1,0,5058,0,0,4,0
0,0,0.148148148,0.0,0,0,0,0,0,0.906666667,1,100.0,0.0,0,1,0,-1,0,0,5,0
0,0,0.034482759,0.05,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,1336,0,0,6,1
0,1,0.0,0.0,0,0,0,0,0,0.588235294,1,100.0,0.0,0,1,0,4804,0,0,2,0
0,0,0.29,0.069767442,0,0,0,0,0,0.833333333,0,0.0,100.0,1,1,0,677,0,1,0,1
0,1,0.0,0.0,0,0,0,0,0,0.907216495,1,25.0,75.0,0,1,1,7508,0,0,5,0
0,0,0.064102564,0.0,0,0,0,0,0,0.76744186,1,4.166666667,95.83333333,0,1,1,4061,0,0,5,0
0,1,0.0,0.0,0,0,0,0,0,0.923566879,1,95.83333333,4.166666667,0,1,1,4624,0,0,4,0
0,1,0.0,0.0,0,0,0,0,0,0.946308725,1,100.0,0.0,0,1,1,8047,0,0,6,0
